participant,exposed,n,n_wage,mean_wage,sd_wage,mean_educ,sd_educ,mean_occscore,pct_male,pct_white,pct_rural,pct_employed
1,1,5179082,748335,2088.39303253225,1442.1468042946,8.47288229082879,4.52960562285622,24.1648710609494,0.712326238510995,0.928314902139028,0.291524636991652,0.745285361382577
1,0,6300443,842187,2532.44362594057,1612.22486993619,7.65789202369168,4.67476890608799,25.9786738689819,0.731482056103039,0.946107281662575,0.325130947141336,0.778400026791767
0,0,823982,115403,2651.3847127024,1584.39951415142,8.36630817971925,4.48295799777472,27.5419304036122,0.709958469966577,0.99211511901959,0.128497952625179,0.789477197317417
0,1,656117,99252,2151.80953532419,1385.10029828834,9.25619260135054,4.22137881085608,25.5595424832608,0.678831671790245,0.982652484236805,0.10484562966666,0.758954576698973
