subsample,n_effective,estimate,se_bc,pval,bandwidth
high_rental,24790,0.004914739929777312,0.02585687838337056,0.9650777306661905,12.536834806123453
low_rental,18427,-0.0118643461840513,0.02299144794422893,0.4531931936895728,9.664129280787284
