N,Mean_Price,SD_Price,Median_Price,Mean_Score,SD_Score,Mean_FloorArea,Pct_Detached,Pct_Semi,Pct_Terraced,Pct_Flat,Pct_NewBuild,Pct_Rental,Pct_Owner,Pct_AddrMatch,N_Districts
7113203,307614.229531619,279810.142810882,243076,64.9686161072586,13.874836066196,95.3164229730006,25.7208461504613,28.7299547053557,28.1826063448492,17.3665927993339,10.8776172984238,9.91446469333154,73.6925545355587,88.9473982395835,361
