has_waiver,pre_org,post_org,pre_indiv,post_indiv,pre_claims_pp,post_claims_pp,pre_benef_pp,post_benef_pp
TRUE,271.247295208655,359.154276131917,22.5579598145286,34.2683063163779,1136.765486154,1085.22262636032,215.913980933355,185.978439704865
FALSE,114.468537414966,,5.39540816326531,,1764.43381878163,,344.836619248199,
