covariate,coef,se,p_value,bw
surface_reelle_bati,-1.60307690292223,0.208120198575418,0.0000000000000133273755074215,106.868980829241
nombre_pieces_principales,-0.0327521937452215,0.00730785614215725,0.00000740234942196025,129.891160060205
pct_apartment,0.0326258735691544,0.00266336399089138,0.000000000000000000000000000000000168256924058262,64.6889873635576
