nearest_group,inside,N,mean_price_sqm,sd_price_sqm,mean_surface,mean_rooms,pct_apartment,mean_dist,group_label
retained,FALSE,468887,3698.88081753515,3505.83117216606,68.5305116158051,3.159872208016,68.8272440907937,243.117646380025,Retained (Outside)
retained,TRUE,114631,3940.18713914107,4644.21264332269,60.4126719648263,2.89203618567403,84.5451928361438,78.3547193929514,Retained (Inside)
gained,FALSE,213496,4668.82550040534,4090.58987705197,66.8985086371642,3.06236182410912,71.6870573687563,246.889706167358,Gained QPV (Outside)
gained,TRUE,51551,4132.55390162792,4767.48759296083,58.2028476654187,2.70382727784136,83.8955597369595,69.9888137492278,Gained QPV (Inside)
