cohort,att,se,ci_lower,ci_upper
2015,-0.0111249268647593,0.00465861685314138,-0.0202558158969164,-0.00199403783260224
2016,0.024850209057331,0.0072585598273048,0.0106234317958136,0.0390769863188484
