"year","estimate","std.error","p.value"
2014,0.287905964985674,1.48948793983967,0.846771811611215
2015,0.850491047269562,1.49904526518855,0.570607380975193
2016,0.237417786030225,1.35221072740604,0.860663410671562
2017,0.225723383662809,1.13693234035588,0.842667381808943
2018,14.4971130400891,13.5897093337858,0.286346962770711
2020,-11.2526715026578,12.5005732237394,0.368257337661311
2021,14.2392821219021,12.3788474687932,0.250314245060555
2022,2.14625614207023,1.31034789776156,0.101768809034843
